Gene,SRR10398412,SRR10398413,SRR10398414,SRR10398415,SRR10398416,SRR10398417,SRR10398418,SRR10398419,SRR10398420
PA4383,1358.2684,802.7848,782.8867,829.6509,774.4022,756.21844,477.48273,965.9555,1322.7916
PA4384,290.35056,181.61375,93.93348,147.08592,129.3164,168.8794,139.76984,250.56337,251.40857
PA4385,118550.16,59957.773,29545.496,99702.375,88112.78,129293.67,79799.266,155915.61,105250.57
PA4386,15327.292,7888.599,5433.529,18430.09,16620.57,26481.557,12787.508,24480.201,18515.578
PA4387,2885.952,1324.575,756.2213,3733.6926,2804.6365,3021.0142,1257.4153,2558.5916,3481.5098
PA4388,4937.212,2812.7644,1909.957,1597.1752,1513.4512,1959.5386,1497.5181,2401.568,1888.5492
PA4389,7246.3857,4203.599,3638.3484,5496.613,4679.375,6278.822,2747.5527,5949.152,4844.982
PA4390,1806.3728,927.266,1050.7668,1610.2413,1460.6088,2558.481,1289.9706,1926.4576,1389.1166
PA4391,663.5837,445.87524,303.31616,590.26276,604.82074,614.819,388.08734,714.1601,754.5071
PA4392,344.89673,207.93236,122.01537,302.01376,254.71208,306.53604,171.00902,372.91437,398.68323
PA4393,2441.788,1253.4037,1108.869,1286.6968,1137.4675,1588.9,709.3801,1333.4264,1414.4844
PA4394,3656.726,2240.7166,1749.5151,3175.7017,2643.8855,3460.1511,1306.7258,2601.7446,2519.957
PA4395,14224.71,6889.8833,12643.848,13918.063,11607.514,12413.304,6504.9556,10663.668,10734.901
PA4396,1540.6533,802.35425,601.7967,368.2141,410.31854,527.50793,235.55878,489.13388,513.7742
PA4397,773.40906,437.26248,226.15437,265.86945,339.41684,258.77396,185.80168,343.84314,351.1937
PA4398,1763.0205,1017.51843,951.151,654.75226,572.5379,869.1441,534.8996,900.1284,843.38007
PA4399,1001.79346,636.93164,425.91043,741.9823,557.3225,789.31635,330.07748,772.3498,883.73285
PA4400,2096.6643,1474.936,735.78784,1929.0378,1755.6412,2184.2756,1226.1919,2598.5254,2393.7268
PA4401,1028.6736,626.3843,333.5807,977.9536,831.72,716.95355,466.9157,1136.2659,1154.3392
PA4402,4399.177,2555.212,1317.226,1608.293,1399.2257,1894.8018,1047.7681,2215.7869,2029.1814
PA4403,52300.258,27375.932,27042.37,14528.403,15144.868,21206.264,12727.76,22027.531,18611.309
PA4404,1614.3838,1032.7795,590.4873,720.0986,720.7434,1065.7166,661.7986,1320.5425,1094.7166
PA4405,2073.286,1052.402,1021.3426,606.7644,699.1578,763.74524,371.76505,712.94543,763.0714
PA4406,23800.79,12627.26,12743.773,6176.9146,6190.1353,9220.202,4930.131,7895.823,6117.8706
PA4407,52026.42,26520.37,11406.87,13801.582,12862.886,14510.164,8029.49,15288.667,13065.661
PA4408,24562.467,13206.095,7300.6514,9410.668,8374.693,9938.617,3492.1553,6574.4165,6998.744
PA4409,9106.273,4642.152,2977.4683,3654.8086,3328.824,3848.7627,1341.713,2342.6199,2851.0598
PA4410,8795.571,5457.6978,2494.654,3863.786,3746.6443,3317.9827,1540.5192,2887.925,3154.8616
PA4411,21523.316,11795.025,7814.678,9068.034,8397.56,9575.827,3296.385,6304.627,6880.33
PA4412,11128.222,6480.7363,4306.991,6652.319,6147.8794,6681.6616,1986.3484,4333.2544,5064.0127
PA4413,6136.9155,3554.6323,3891.7532,4501.9575,4370.786,4619.7363,1811.4233,3021.5254,3318.7087
PA4414,12548.357,6669.4136,4888.3184,7065.756,6390.0464,7149.0938,2558.4019,5029.222,5253.8613
PA4415,10400.023,5279.2656,5420.6553,5172.2295,4887.175,6336.0376,1934.0283,3256.2192,3614.9546
PA4416,12212.507,7236.634,3988.2422,7082.3545,6520.3726,6904.038,2116.7498,4665.3516,5380.9253
PA4417,17328.945,9375.472,4385.3447,6627.5205,6895.711,7383.239,2794.1982,5619.214,6081.8203
PA4418,15110.925,8792.126,6552.8403,8885.793,8050.25,9484.592,3342.3254,6112.4067,7238.876
PA4419,853.81464,544.9603,761.80896,1166.8392,1219.7329,1063.0773,504.73514,838.2081,900.58295
PA4420,7819.6934,4678.047,4184.9126,6892.406,6498.403,7197.8354,2741.0225,4797.1665,5784.488
PA4421,40102.656,62614.7,43663.17,45497.152,38990.62,52473.246,25108.043,45339.652,40720.203
PA4422,896.3825,526.30145,354.14792,425.42007,369.6074,481.14368,336.55222,613.6108,560.6055
PA4423,8661.706,4431.658,4002.2683,1739.9409,1848.1205,2515.4482,1927.3662,3027.2212,2393.3062
PA4424,1956.7958,1172.4725,1204.3009,745.17847,744.26465,895.32733,510.676,837.9524,959.68115
PA4425,4223.4775,2378.3027,1845.004,1746.3054,1552.8038,2304.8843,1245.7673,2230.4204,2111.8545
PA4426,3039.6226,1777.0746,1245.2676,1172.6855,1028.5582,1492.4868,1029.0875,1659.8698,1393.0134
PA4427,1672.2367,973.68774,723.97217,940.9218,951.2709,1239.7742,750.4346,1527.292,1157.8933
PA4428,2576.9016,1346.8662,788.1748,657.6038,630.193,842.3987,572.10236,884.6986,891.18994
PA4429,32809.09,15585.173,15341.023,14290.8955,10697.958,18679.824,7774.5728,15302.218,12720.532
PA4430,30191.252,17260.44,9448.777,4965.988,4731.842,7681.915,6348.9966,9813.566,6405.976
PA4431,16550.78,9617.976,5175.58,3714.1963,3661.8462,5021.7354,3840.6,6906.6143,4201.1743
PA4432,21217.908,14461.866,10363.583,5388.7446,5258.664,11716.689,5578.575,12169.057,6584.0757
PA4433,24526.79,16196.366,8403.114,3337.9282,2940.7512,7569.107,4406.2705,7029.8296,3260.0479
PA4434,3127.251,1794.8435,1002.4447,1311.6483,1145.0759,1394.2131,1082.7538,2084.7644,1544.4385
PA4435,1658.9579,964.0982,729.1838,1051.9131,941.83044,1068.0264,775.6081,1553.4767,1475.8204
PA4436,819.54114,458.0567,409.47925,499.08685,476.14624,559.18616,360.41687,603.08673,551.7757
PA4437,454.99356,238.69936,269.17892,317.16342,285.8497,339.7596,216.91052,392.90408,374.63467
PA4438,3325.0742,2010.2606,1934.1133,808.4565,915.1251,2096.1626,691.6429,1191.8428,815.12885
PA4439,8089.5444,3914.9412,2336.623,1634.9053,1587.9724,2954.603,1282.9764,2557.9077,2160.1582
PA4440,3549.167,1697.1178,1563.3788,989.5118,873.9362,1415.9918,636.8983,1187.6975,1311.872
PA4441,5910.3335,3226.1975,2323.1174,1872.205,1659.307,1764.8558,987.7666,1589.1199,1882.3502
PA4442,3892.6375,2138.37,1348.5105,1847.6412,1409.7985,2744.8506,1213.7173,2228.025,1994.9358
PA4443,4194.2793,2303.3591,1631.1289,1581.76,1185.5538,2723.4084,1023.68994,1906.0011,1272.1351
PA4444,1623.6582,1019.30945,793.1517,1192.4456,1326.2238,1106.9033,727.2537,1391.0297,1356.7117
PA4445,1137.0663,687.1993,658.25995,911.6489,909.14264,1137.4487,688.7959,1211.1296,1150.3514
PA4446,3955.4866,2113.8242,1832.528,1474.4673,1570.9392,1766.9003,832.7636,1808.4814,2124.8618
PA4447,3348.1814,1886.5831,1231.4817,1153.4845,875.01733,1442.3992,956.17957,1766.7084,1379.6469
PA4448,8180.1826,4126.66,2793.3757,1528.8643,1258.9741,2569.117,1375.5372,2996.3496,2054.3687
PA4449,9494.341,4951.743,2650.8235,1645.8595,1361.3353,2241.149,1078.2426,2385.8604,2050.655
PA4450,23003.268,12340.595,6966.0244,4250.5376,4185.23,6826.5728,4066.9612,7324.6636,5702.562
PA4451,3166.6335,1736.341,1564.657,537.1821,619.71204,1129.8259,534.37445,784.3121,528.3911
PA4452,975.75934,664.15393,302.82407,825.6385,748.61255,666.0837,455.0309,799.75836,734.3145
PA4453,6306.5073,3281.0989,2434.6494,3284.1807,2813.505,3697.3318,2127.301,3374.0925,2806.5076
PA4454,3963.344,1915.379,1323.6641,1242.6692,1024.387,1760.1326,638.7698,1237.8727,1129.3326
PA4455,3366.2957,2039.9368,1486.925,1067.433,1104.2716,1684.8225,704.08307,1268.7012,1106.9359
PA4456,9081.879,5147.45,4364.1343,2852.2183,2722.0842,4951.985,1670.2568,3474.7136,2867.4763
PA4457,13713.252,7175.1396,6232.224,2824.997,2873.19,4556.315,2254.4187,4437.2666,3752.1523
PA4458,6243.044,3285.5798,2792.543,2211.1814,2089.6042,2972.0864,1471.935,3063.4807,2930.2
PA4459,5850.9126,3080.938,3716.2107,2087.4219,1919.4054,2323.6208,1419.4154,2205.104,2337.026
PA4460,11968.15,6035.8467,5494.245,3070.5176,2913.6196,3929.452,2075.15,3608.5842,3462.5032
PA4461,16304.975,8204.612,7181.284,4144.5884,3929.777,5254.653,2472.936,4312.8804,4720.917
PA4462,15170.428,8497.696,8552.736,5603.0347,4856.2207,6194.183,3741.3958,6194.0083,6193.7256
PA4463,126039.59,49076.53,92602.72,117242.37,88222.04,85926.98,43860.52,65836.99,86636.945
PA4464,15945.879,7743.696,6265.848,7702.1206,6299.0913,5271.6846,4673.7837,7450.7837,9145.749
PA4465,20541.191,9269.93,7903.499,8988.902,8550.271,8226.832,4179.2183,6583.1035,8507.936
PA4466,5399.8027,2686.5151,2697.4146,2667.7112,3082.1467,2857.1528,1246.429,1902.6047,2409.3887
PA4467,210.50029,112.5932,74.49552,135.94313,147.22806,160.54637,98.05104,155.5021,165.29036
PA4468,246.00873,134.03989,174.46106,259.95773,232.04013,201.32713,158.48839,274.7323,296.86163
PA4469,66.03469,44.212017,30.141365,52.164345,55.560276,66.60407,42.21797,50.512096,75.73608
PA4470,972.5574,468.91003,530.5966,1192.6205,881.38745,924.91223,622.8161,976.6798,1322.2688
PA4471,122.53196,63.97211,39.486095,76.63203,47.400093,89.97809,37.7169,70.44766,82.86244
PA4472,7369.638,4219.244,2246.6624,3489.2175,3746.5554,3519.9146,2118.0188,3970.644,4275.028
PA4473,4172.4316,2068.4016,2034.1067,2538.3699,2305.7048,2438.1013,1247.9945,2267.4717,2928.5703
PA4474,7898.922,4605.542,2044.7478,6323.2817,5946.4814,5563.7754,3263.9902,6145.6187,6480.7725
PA4475,3659.4336,2087.991,889.7048,6454.142,4954.7886,4216.2026,2242.0793,4285.19,5879.1323
PA4476,6147.3813,3686.154,2762.97,3864.7773,3678.5874,3548.5803,1897.7676,3381.1404,4108.835
PA4477,5514.0806,3278.563,2006.1326,2118.6917,1938.3667,2191.5706,1484.1168,2416.422,2358.6125
PA4478,1654.2456,944.5659,545.9428,508.87534,520.5614,641.14984,386.00552,681.64606,643.3895
PA4479,1281.8519,687.05975,421.824,180.39401,185.84082,308.96158,146.14482,277.92624,298.94147
PA4480,4097.7993,2155.1738,1234.3967,701.96124,651.6072,1076.9752,506.08752,997.55927,948.7061
PA4481,11927.504,6676.6743,3840.2559,1990.829,1862.7188,3596.1052,1966.6086,3467.737,2609.6765
PA4482,1933.1304,1075.7277,525.4608,343.51196,302.29697,567.399,301.3987,463.6282,374.7625
PA4483,11350.285,6180.3345,3284.9246,1970.9521,1950.0618,3045.8086,1952.7178,3650.4702,2944.0813
PA4484,12384.483,6638.4443,2952.281,1813.7465,1600.1954,2647.2507,2030.7963,3629.4111,2373.5483
PA4485,468.0563,240.5286,98.952,71.611015,48.88353,83.01451,51.337177,74.21991,80.330185
PA4486,842.3446,485.80426,302.32648,423.56982,378.11642,344.21246,219.79164,382.87842,386.45197
PA4487,1757.9147,1166.2877,752.98,1329.7072,1143.7734,1049.1063,308.10156,772.50055,828.65594
PA4488,4148.1963,2326.1077,1468.3882,2239.6458,1982.0511,2188.5417,533.3893,1264.2023,1510.6189
PA4489,13586.012,6931.621,4139.2075,6646.783,5224.371,6592.5454,1969.916,4004.688,4526.8765
PA4490,2357.4326,1246.196,895.5324,825.03973,638.7818,1119.225,306.14886,599.7606,675.065
PA4491,8092.561,5011.883,2765.7058,3323.6807,2620.2024,3849.246,1426.506,2996.4036,3298.5288
PA4492,4830.75,2816.5278,2292.9253,2121.0244,2406.1985,2209.9153,1002.9693,2078.4517,2492.189
PA4493,10641.943,6888.259,5519.6797,7437.6914,6943.8843,5541.721,2831.4482,4940.054,6051.9346
PA4494,9474.918,5971.7666,4810.634,4005.8484,4113.1494,3377.2322,1985.8793,3335.3406,3822.7424
PA4495,20597.172,11904.208,6355.6406,14203.935,11625.394,8221.577,6827.9688,11523.304,11316.662
PA4496,3834.9238,2112.222,2021.6697,3787.1528,2907.9878,4234.7695,3505.4294,5855.255,4204.1313
PA4497,1598.0112,838.0672,621.44946,943.964,827.0758,929.74524,662.31726,1189.9154,1000.44556
PA4498,1801.1495,1309.1163,714.1757,897.64777,783.2088,1049.2073,661.14667,1377.6654,1057.2039
PA4499,1771.9614,957.86163,1054.2708,905.2409,755.4844,895.45636,381.66534,649.2142,734.985
PA4500,3927.3408,2246.0432,2228.8584,2762.2378,2102.4258,3832.995,2503.4902,4775.127,2787.3318
PA4501,480.81595,238.62932,227.79611,515.8822,380.19583,755.0659,469.77356,947.4376,505.9236
PA4502,1748.0944,870.40234,744.16516,1123.5393,956.72595,1666.3735,1058.7529,2110.928,1270.5334
PA4503,498.30405,256.40817,172.51239,421.73395,351.63742,551.9655,399.69034,745.56464,534.22974
PA4504,513.68085,263.33975,140.68037,285.99677,249.91246,331.81137,240.84683,481.51047,408.3445
PA4505,963.19763,443.41638,291.01636,685.50793,568.28284,615.65607,499.4507,886.9786,832.8719
PA4506,970.50977,466.4317,306.6355,1037.2843,728.3686,838.38184,640.19464,1188.703,1208.6731
PA4507,933.5476,592.51227,421.7523,990.34985,864.2064,881.303,806.1866,1362.4226,1971.7444
PA4508,368.52484,173.40762,111.06198,197.64192,154.31995,194.553,126.56849,272.6481,227.84492
PA4509,476.8251,324.0255,105.46427,176.95943,192.27274,174.6134,99.29686,264.1398,234.46953
PA4510,718.14813,423.47525,170.17009,289.82278,268.26562,281.12515,158.09805,296.00278,360.14276
PA4511,984.08246,553.95416,302.1491,542.2514,479.19202,523.82367,337.2947,769.42975,752.63586
PA4512,3084.2202,1674.1577,1932.2635,1142.9913,1180.8981,1648.9268,898.0247,1520.5134,1387.7428
PA4513,621.96423,371.29,252.04732,661.88904,544.43835,776.33185,386.35248,718.219,804.88275
PA4514,1096.7311,596.1795,623.8532,922.5998,677.036,1281.6284,417.2506,821.7714,1065.1295
PA4515,304.1572,182.21182,158.32181,186.6641,132.23567,401.4221,147.5853,245.33493,222.98819
PA4516,402.78345,228.71051,180.20364,363.36517,376.45352,682.325,204.50018,436.57745,458.4755
PA4517,12342.626,7496.3975,3144.7722,801.7208,637.4098,726.96576,566.02374,810.19885,849.47845
PA4518,1225.8403,711.77435,434.06735,518.1714,475.58957,520.0358,308.99948,563.06696,546.80634
PA4519,3579.4478,1972.4532,1621.4547,1586.9751,1390.2499,2125.285,1192.4934,1981.256,1879.8711
PA4520,5095.464,3050.9565,2662.1082,2122.4897,1830.5945,2037.1775,1297.3868,2047.1615,2348.5146
PA4521,1172.7101,681.2871,415.32513,843.9856,705.6537,861.9199,343.6241,722.1368,936.49445
PA4522,301.7689,218.53235,177.69463,281.71222,220.89308,278.05167,141.06873,267.19727,324.4038
PA4523,48513.52,20647.49,15998.46,23518.004,17535.213,19199.578,10124.22,17655.072,26014.342
PA4524,1004.6932,500.87152,506.83542,397.0239,383.03375,530.9353,227.52933,473.6451,417.01718
PA4525,842.30664,378.10333,768.0678,228.02484,188.60114,265.0497,87.1179,102.41063,126.3403
PA4526,14560.209,7600.8047,8047.8813,7164.4854,4205.7314,6985.154,5179.2256,7848.844,8392.2
PA4528,6952.0464,4057.4165,3312.3032,2713.7698,2884.0771,2465.6973,1274.718,2345.1238,2723.372
PA4529,5550.3,3072.1274,2327.7676,1738.0857,1869.001,1938.7201,887.704,2015.307,2041.744
PA4530,1199.7327,570.1206,604.5874,580.2089,478.02228,454.08966,252.74663,421.13998,492.99353
PA4531,1347.4303,761.8714,530.0169,646.362,473.99915,652.20325,214.07101,575.08936,584.9302
PA4532,1198.582,763.1678,450.34833,464.51636,418.53973,582.92236,361.442,732.26794,653.46454
PA4533,975.6333,623.49005,391.54993,458.05573,410.81924,632.123,427.7803,909.49316,688.2082
PA4534,1237.4851,1019.63995,785.64026,588.5069,514.20166,737.61957,659.0923,1116.8142,792.3737
PA4535,1564.6339,756.5855,932.74396,1673.5969,1710.167,1460.4899,883.20526,1420.7908,1834.078
PA4536,714.1907,350.9411,284.22684,639.83997,622.0884,659.7082,315.07724,526.65686,772.04846
PA4537,1139.2484,419.69208,539.58136,585.6636,537.9727,735.92725,262.9574,609.0792,588.57684
PA4538,4638.224,2321.7876,2194.1218,2253.647,1991.0232,2518.6409,1337.6423,2574.6904,2889.7273
PA4539,2241.6514,1151.5294,1274.6345,1691.6338,1442.8022,1974.577,915.9807,1682.7944,1941.3701
PA4540,232.64668,128.23253,105.77146,182.42352,196.39037,184.70035,84.66861,196.3389,235.06288
PA4541,1093.1456,681.6803,1118.5017,872.44446,987.7195,959.28925,1720.6425,1200.377,1388.3075
PA4542,24364.076,12216.889,6644.506,49507.426,34850.434,33359.363,20048.46,35823.434,37805.703
PA4543,1446.2288,886.5897,564.41486,661.59045,663.12006,734.0958,332.8308,878.608,1027.5502
PA4544,5906.2847,3364.5361,2849.0347,1411.3931,1490.8079,2048.5627,1156.7529,2359.4915,1999.871
PA4545,5888.441,3200.6963,3613.5771,1803.0322,2135.9358,3743.4434,1415.2627,2623.943,1803.4174
PA4546,3304.964,1905.2697,2053.6204,1215.3221,1301.2006,1507.1624,652.38745,1165.4993,1290.4016
PA4547,3097.487,1807.0919,1388.763,1285.8021,1201.0356,1222.8828,616.8013,1211.1665,1156.2526
PA4548,2851.3887,1714.8467,959.35565,799.0313,833.8325,1194.0757,616.78674,1219.0381,1054.8127
PA4549,227.48633,113.53534,101.223,116.366135,113.71715,136.44846,84.98647,141.86,132.60898
PA4550,4846.17,2889.3364,3289.2622,968.7808,1128.7328,840.4557,491.6813,862.93756,997.64386
PA4551,3781.7964,1871.2029,1599.8795,407.0661,500.3248,434.25436,281.82388,421.27722,528.07733
PA4552,6816.0854,3694.3762,2461.5505,888.49884,847.2656,751.8815,594.4307,818.11426,1003.9891
PA4553,4163.5723,2162.3652,1551.0558,697.97375,626.0112,551.9967,467.2632,707.3968,788.2443
PA4554,26782.016,13517.789,10237.849,4399.0024,4316.9844,3973.4375,2566.0244,4029.8389,4617.6636
PA4555,2762.623,1483.4135,886.3352,458.06308,401.26605,306.25333,252.28865,410.16522,410.9363
PA4556,3592.3804,1935.0084,1441.9644,543.03705,539.6674,418.00317,300.629,380.1467,431.94684
PA4557,2838.8394,1996.9694,1080.0972,1087.0743,1051.8877,1170.7235,709.32623,1368.5352,1189.3328
PA4558,3901.381,2237.742,1634.4043,2679.8284,2142.9402,2056.7866,905.4499,1872.085,1980.8613
PA4559,3258.2793,1900.4285,1376.2053,1306.4897,1177.4559,1345.9852,834.49786,1473.2815,1226.828
PA4560,26817.213,15615.766,9960.371,8209.155,6699.5923,10654.483,5904.4033,11946.97,9765.189
PA4561,3936.7456,2535.5442,1793.8168,1182.4904,1058.745,1592.4795,971.5767,1802.9824,1549.4192
PA4562,1416.9255,787.2806,871.4951,685.1161,659.027,979.76825,496.86356,868.8466,868.71
PA4563,41874.344,17045.232,26206.002,4438.271,5679.1685,17335.871,6240.535,7420.267,4315.9146
PA4564,1265.6476,669.34143,508.674,372.86353,405.5008,416.49756,279.41367,496.13953,407.3197
PA4565,5072.2007,3155.0469,1312.5488,2127.1968,1997.0983,2111.8777,1493.1598,3043.571,2894.656
PA4566,8635.046,5011.7,2432.8674,2387.2656,2273.6577,3067.5825,2017.3347,3716.2532,3242.3801
PA4567,30584.979,17836.396,17541.535,10181.261,8183.5825,21152.162,7353.9404,14020.789,9675.869
PA4568,36797.41,20416.291,24420.113,8767.784,6902.7847,19141.791,6130.121,11417.767,7219.1313
PA4569,5174.069,2920.5154,2116.7642,1710.3702,1682.6035,2505.6042,1361.3181,2455.4734,1993.1613
PA4570,278.76062,120.20125,122.305885,255.64465,181.85867,315.73712,132.18121,286.96854,277.13373
PA4571,8458.334,4303.948,2738.3027,3466.7385,2834.0554,3055.344,2258.987,3790.146,3733.4067
PA4572,3294.6992,1957.0522,1136.6583,2193.9314,1935.9932,2055.9675,1087.5005,2133.0447,2381.9827
PA4573,1026.3738,622.9569,273.8854,2572.68,2602.1814,1604.3225,937.8611,1995.6891,2203.9656
PA4574,1316.3646,795.00757,754.7358,478.61526,425.38724,947.23,361.92322,682.9329,436.2721
PA4575,2006.5376,923.2875,906.684,2274.1223,1756.0674,1793.0507,886.8009,1786.7937,2268.1611
PA4576,11498.715,6626.7935,4157.497,5421.7656,4849.482,5235.832,3559.9006,6220.864,6259.584
PA4577,10135.662,4499.0396,2255.4395,8548.697,7425.8027,6907.5586,2629.8748,6030.6133,10128.685
PA4578,27926.756,13483.743,8632.7295,11727.656,9959.595,8884.3545,5635.9155,9893.453,7528.856
PA4579,2868.807,1616.4045,983.04395,942.12225,879.92267,1225.5123,776.48505,1389.9675,1169.3274
PA4580,750.29987,501.7115,388.65866,495.28186,429.90344,489.03998,307.58887,488.30386,581.0606
PA4581,899.28564,487.88593,424.88162,1193.976,925.1604,1241.4862,521.6864,1279.734,1330.4028
PA4582,1106.6547,595.7608,453.5485,637.48914,534.54755,624.8149,407.97183,708.5058,841.91876
PA4583,946.5832,527.774,255.95157,498.82224,441.98605,509.55618,343.51562,752.6901,687.582
PA4584,632.9994,352.99582,208.17328,425.88165,351.2133,348.8089,251.12401,444.7468,497.30466
PA4585,667.3997,364.8772,149.79915,412.2902,371.11127,373.88525,219.86395,464.14038,568.5827
PA4586,254.66019,148.61087,47.399582,49.306572,36.72034,47.398605,17.662235,82.1707,58.312626
PA4587,105053.945,53175.92,23276.713,13678.047,12058.806,12058.047,9333.084,17656.637,15503.059
PA4588,2913.6082,1517.3538,852.80414,411.30646,430.525,762.883,414.2018,866.14594,562.4718
PA4589,341.9021,184.1944,120.9044,272.0173,251.94229,320.19885,171.84029,324.21707,338.50592
PA4590,307.07602,181.22447,138.3406,349.96475,302.395,309.74402,192.08832,356.30643,390.10046
PA4591,211.75002,109.55385,89.53147,239.59435,183.33035,237.60202,104.491165,244.59875,300.0264
PA4592,305.729,157.84892,136.69238,226.68382,191.72722,237.6384,107.10185,204.59074,257.5073
PA4593,233.4443,136.75781,80.17621,175.24359,135.81044,189.88457,124.21746,174.47147,224.7739
PA4594,450.78357,244.4398,222.62254,246.90825,252.82181,279.03925,161.59038,363.01373,400.5998
PA4595,16282.855,9449.096,4911.752,6082.299,5185.107,6949.017,5139.2305,9628.269,7082.3447
PA4596,650.49396,330.41824,266.03802,1217.0345,1062.8417,1051.8733,770.7916,1494.2542,2703.0293
PA4597,742.4606,419.0577,284.5332,463.92862,509.64627,518.5548,248.10121,465.60486,522.27515
PA4598,2706.7124,1483.4342,1193.0387,1322.4331,1315.9165,1724.3721,742.95886,1242.5524,1559.6094
PA4599,2058.3267,1232.6367,533.94653,685.07153,836.38794,989.7439,470.7516,799.6063,1218.8188
PA4600,1296.6685,680.3645,702.26843,585.09344,550.0047,837.3387,329.42755,648.43744,785.7809
PA4601,17092.516,10249.031,10112.862,4960.8735,5426.8584,4434.626,2391.3728,3956.037,5809.8633
PA4602,11148.471,6170.3433,3829.3276,1970.6482,1818.1583,4217.8794,1988.0165,3743.4824,2397.4114
PA4603,557.18585,448.12247,201.73529,533.6812,604.1547,358.4678,221.8135,557.4523,699.29877
PA4604,3297.1226,1810.6301,1055.229,1596.154,1565.5739,1312.1847,804.0405,1555.6986,1861.8549
PA4605,3572.335,1823.8121,1412.0125,2622.5593,2157.473,2487.337,1110.0569,2177.7334,2739.7666
PA4606,34105.664,15846.127,12738.062,17323.195,13802.43,17539.12,10015.498,18352.541,21847.63
PA4607,42804.48,20713.498,20991.436,134479.12,118985.14,99033.07,40093.195,77048.12,97924.41
PA4608,3863.1855,1589.0406,1767.3469,4897.7847,5079.5293,4272.8296,1816.9072,3919.461,4509.185
PA4609,2181.9673,1253.7805,857.1673,1215.3079,1173.461,1272.844,861.0432,1726.1311,1600.3164
PA4610,1244.9886,537.9535,572.0056,1403.5146,1160.5957,954.6491,637.9309,1160.2434,1833.6963
PA4611,9628.288,8656.3955,5465.0654,38553.68,24542.445,21104.824,19855.094,29065.549,38480.176
PA4612,294.2909,183.00784,133.41095,333.9247,284.92056,304.43695,151.54005,304.31686,435.26566
PA4613,539.7185,336.05685,316.60382,681.5062,536.5134,801.57166,396.64587,787.4715,718.40063
PA4614,24549.842,10706.148,10284.016,20589.555,16803.984,22288.047,4980.3877,9421.874,11833.526
PA4615,2976.6711,1541.1736,1306.5549,1768.2084,1560.6721,1585.4531,837.0813,1568.9484,2014.7207
PA4616,1678.8958,983.34143,784.2165,271.92038,247.30844,314.6454,159.35051,297.86365,305.65747
PA4617,2941.5347,1592.4009,847.3014,1343.9733,1261.1974,1281.8785,558.92505,1302.7731,1752.5422
PA4618,3821.3638,2203.0789,982.6521,1103.0253,1094.3704,1063.3689,663.16406,1217.3224,1319.1125
PA4619,3014.3406,1739.114,1316.7762,1023.7679,1135.3337,1008.04126,693.059,1078.1136,1201.4353
PA4620,943.89014,477.4293,389.75705,336.32553,370.2805,360.71396,133.46407,230.97423,328.18207
PA4621,6930.925,3672.697,2347.9336,2747.5027,3256.3855,2704.6147,1262.9994,2281.5117,2717.5928
PA4622,137.44107,81.97658,80.85961,53.28378,64.73394,92.49474,42.82684,82.46334,80.46439
PA4623,315.18832,138.11986,135.7804,100.633514,110.35515,121.799355,51.093575,89.43837,134.32631
PA4624,1420.8107,878.8307,593.73755,2811.9668,2307.1978,3158.011,2314.8958,3790.119,3248.0896
PA4625,4171.543,2305.247,1586.9426,8098.785,6862.34,11296.741,7376.766,14880.845,10928.86
PA4626,601.8153,324.70245,212.0759,272.87225,195.26978,250.51105,178.73975,377.5739,344.76813
PA4627,739.8445,397.86548,228.76982,256.90836,248.4541,302.027,201.14714,349.55786,342.66104
PA4628,1855.4567,980.1212,633.0612,637.41895,546.65717,751.44574,469.5652,822.94867,747.0105
PA4629,618.26984,317.78702,282.40158,163.41995,170.44617,264.50607,111.19681,204.87888,179.01874
PA4630,1158.638,631.2625,868.767,898.1211,857.2152,738.3661,617.33655,936.90845,1242.2177
PA4631,2667.9368,1599.9563,953.6657,941.9809,908.7745,1166.4596,841.0907,1609.4707,1325.5482
PA4632,2543.8655,1465.9801,975.03564,1352.0737,1091.6515,2417.606,1117.7711,2554.1157,1702.8445
PA4633,20565.943,9854.616,6631.8203,3972.55,3581.8367,3047.5063,2037.1575,3316.1982,3814.5525
PA4634,2229.33,1280.7272,817.97186,667.6499,576.02374,713.6388,407.1626,661.56415,679.19507
PA4635,463.79346,313.61786,143.45607,673.09534,532.9367,545.43823,310.98444,614.67523,758.4238
PA4636,3083.8938,1671.0621,1069.4529,873.991,790.73004,1354.6196,909.73956,1438.8938,1108.4921
PA4637,1696.1998,1140.7971,715.4399,1514.4839,1817.4525,1278.0419,977.8473,2200.861,2195.8997
PA4638,10013.785,3879.6304,5029.4404,11225.189,9770.428,13058.074,4762.847,7837.613,11083.126
PA4639,3114.3098,1722.2097,1854.8873,2227.552,1882.5402,3263.3394,1474.7115,3011.798,2520.5952
PA4640,12108.131,6399.9014,3697.631,4194.224,4627.6807,8001.527,3568.1492,6124.995,4720.9585
PA4642,1233.4353,580.5294,974.84076,448.5433,521.5706,1263.8434,318.53278,685.6406,554.3286
PA4643,1266.4078,678.2309,579.2932,275.1891,267.45108,374.11014,209.52954,351.97714,318.75732
PA4644,558.76056,403.06497,195.56952,262.0046,274.14645,346.40314,198.00952,385.57065,357.03537
PA4645,1365.171,774.20935,679.39856,509.02258,543.81366,808.6924,370.53522,685.2832,561.11163
PA4646,2479.3914,1170.126,719.6651,645.605,629.1106,664.58075,426.46014,700.3231,609.4911
