Gene,SRR10398412,SRR10398413,SRR10398414,SRR10398415,SRR10398416,SRR10398417,SRR10398418,SRR10398419,SRR10398420
EBG00001435404,646.8767,540.68536,492.03915,347.16547,422.32983,308.2599,246.01018,340.2967,448.21274
EBG00001435405,72385.86,66279.305,36917.95,0,44.558685,32.169884,28076.125,0,88065.01
EBG00001435406,4349936,158055.7,181602.44,98825.664,179484.27,94919.49,109720.62,194889.22,151823.67
EBG00001435407,38.810585,18.883455,7.262898,15.5424385,19.507635,24.409946,13.742016,32.752346,26.626724
EBG00001435408,560.33344,322.99435,351.20224,181.69478,161.6934,247.72816,212.20918,183.01387,191.80135
EBG00001435409,0,0,0,0,0,0,99.04687,0,0
EBG00001435410,0,0,0,0,4.5887713,0,0,0,0
EBG00001435411,311.829,229.6269,595.06854,114.51078,219.24367,158.05519,187.41487,199.03015,168.01337
EBG00001435412,954.8207,618.6696,503.2342,180.79747,227.19164,440.57483,255.50209,247.3199,194.40283
EBG00001435413,981.31635,654.0038,761.07874,0,14.009816,0.000453156,19.23288,0,0
EBG00001435414,0,0,0,0,0,0,0,0,0
EBG00001435415,0,0,0,0,0,0,0,0,0
EBG00001435416,416.6079,328.01395,403.135,158.00647,239.0688,385.22678,147.94838,306.53183,230.00809
EBG00001435417,3306.8372,2610.6624,10107.564,5346.0786,826.6197,9358.568,265.86957,1401.6896,8639.859
EBG00001435418,0,0,0,0,0,0,0,0,0
EBG00001435419,369.76797,328.94498,42.752644,92.279106,173.90474,248.71492,27.09919,180.20277,142.2412
EBG00001435420,0,0,0,0,0,0,0,0,0
EBG00001435421,6.5692844,5.496061,2.2657788,0,6.657216,3.2629185,0,6.6996,6.6683683
EBG00001435422,15875.116,1369.2986,661.5459,0,333.43985,57.22364,0,672.17883,0
EBG00001435423,362.19162,263.30408,273.84076,84.704185,143.54857,198.96848,119.67699,129.42746,89.69299
EBG00001435424,23.691132,14.738368,6.2451816,27.07655,10.265544,19.375645,15.243995,18.76004,37.810448
EBG00001435425,0,0,40.682896,0,0,0,0,0,0
EBG00001435426,0,0,0,0,0,0,0,0,0
EBG00001435427,1135.6409,643.8611,724.81573,489.15018,402.7662,813.3885,460.015,502.87946,476.09323
EBG00001435428,109.8904,49.146008,29.887653,25.84881,20.319593,12.71675,18.11257,26.405941,24.126667
EBG00001435430,43.170464,53.524868,29.75776,52.32723,36.13922,50.29132,12.457038,43.287895,55.327496
EBG00001435431,0,0,0,0,0,0,0,0,0
EBG00001435432,0,0,0,0,432.43472,562.5644,0,0,0
EBG00001435433,1395062.1,95756.07,69504.17,59076.113,99402.63,58948.434,54478.902,126019.41,93680.23
EBG00001435435,988.8304,609.7036,283.0486,96.592415,149.20393,225.22128,78.360085,139.65633,138.57063
EBG00001435436,83.83016,33.280186,25.501158,33.47646,30.307798,47.47033,25.23144,24.829466,29.79005
EBG00001435437,7.8189416,4.7995915,3.677718,3.975916,0.98698187,1.4670131,2.6533062,2.9243596,3.0362937
EBG00001435438,2672.8457,1688.3937,2825.2275,777.6385,748.5048,2119.5986,1563.5082,1758.9194,1025.6084
EBG00001435439,456.1133,223.9392,275.83664,767.3962,527.96454,797.5544,439.91708,762.63385,884.71906
EBG00001435440,158.88705,79.89961,161.77994,43.519398,48.91148,67.7594,30.12754,41.647293,51.42221
EBG00001435441,0,0,0,0,0,0,0,0,0
EBG00001435442,87.470116,60.851837,70.45457,132.84827,110.064514,86.798096,49.338757,102.21161,137.94324
EBG00001435443,0,0,0,0,0,0,0,0,0
EBG00001435444,1351.845,651.6864,779.3986,1126.5116,793.5993,1218.2274,475.61264,966.1973,1018.81976
EBG00001435445,3905.5781,500.1268,522.90845,3765.2185,124.19762,83.6988,4515.8906,211.97272,269.08334
EBG00001435446,0,0,0,0,0,0,0,0,0
EBG00001435448,0,0,0,0,0,0,0,0,0
EBG00001435449,88.59914,98.34931,82.96844,114.53716,127.076256,109.08303,34.458794,131.53947,117.71023
EBG00001435450,111.00987,75.34453,141.24023,123.97543,131.69693,216.97954,141.51233,210.88493,158.63202
EBG00001435451,0,0,0,0,0,0,0,0,0
EBG00001435452,176.40782,61.82251,60.787613,295.67194,192.02786,273.1887,134.80797,226.9965,295.3163
EBG00001435453,163.67635,127.80972,84.708244,114.87741,95.13946,92.185036,43.371384,93.456566,95.13381
EBG00001435454,0,0,0,0,0,0,0,0,0
EBG00001435455,1505.4015,15.36967,83.49485,38.249634,11.241885,79.45278,0,31.725288,56.171608
EBG00001435456,0,0,0,0,0,0,0,0,0
EBG00001435457,120.33225,61.70016,54.057266,44.001476,49.70931,63.56244,150.58498,49.580826,77.66865
EBG00001435459,174.82942,90.9793,179.17119,38.324944,50.867672,53.196953,40.424328,40.01084,37.200184
EBG00001435461,3299.0256,2349.3657,4706.3086,367.54233,536.16016,2615.9314,1267.068,563.7527,630.74335
EBG00001435462,0,0,0,0,0,0,0,0,0
EBG00001435463,5462.579,3245.1484,1416.8821,762.7087,588.26746,1410.6394,603.22943,1181.4749,664.7438
EBG00001435465,297.40833,163.97527,243.07881,369.88876,230.33128,256.51138,255.49095,306.38773,440.99915
EBG00001435467,261.4891,104.09103,94.13553,53.778572,28.13351,72.6239,11.995632,62.899345,52.503975
EBG00001435468,0,0,0,0,0,0,0,0,0
EBG00001435469,696.6167,476.36688,386.5525,499.83905,494.29926,616.0383,234.92485,554.1973,546.7797
EBG00001435470,0,0,0,0,0,0,0,0,0
EBG00001435471,0,0,0,0,0,0,0,0,0
EBG00001435478,2588036.5,5445.0225,249.01776,322.8303,261.32892,817.1819,73.57038,256.0895,687.16705
EBG00001435481,4.586693,0.95727074,9.430907,0,0.9842602,0.9753115,0,0,2.3069868
EBG00001435482,1067.8975,808.72943,1217.2578,269.8,407.78345,619.4206,213.55005,307.55835,369.01193
EBG00001435483,352.55563,0,623.86884,228.4178,0,641.4186,331.384,348.4179,427.21133
EBG00001435486,1506.282,898.51086,1722.1707,452.88864,567.6686,1160.3569,584.35846,795.09595,640.0009
EBG00001435487,429.9528,1265.0988,18.058073,862.2943,50.212162,64.36072,165.76901,337.6596,3849.4001
EBG00001435488,979.69244,462.3718,445.14417,622.3917,584.5327,524.7559,335.69772,768.7237,878.4455
EBG00001435489,202.37259,109.43069,233.2724,113.3136,80.932526,94.866844,95.51902,147.38771,116.39126
EBG00001435490,0,0,0,0,0,0,0,0,0
EBG00001435491,1638.5486,904.0102,396.22586,346.44855,258.14236,457.0074,284.72064,489.6371,295.17
EBG00001435492,315.71704,0,0,278.47824,0.00042583,3092.314,0,418.53522,0.00957191
EBG00001435494,110.57253,76.48239,48.728176,155.25253,153.35565,120.6471,61.767635,162.76369,144.7948
EBG00001435495,3918.9548,2993.5808,3954.4197,1180.71,1361.4652,2677.2207,880.3293,1767.0637,1156.2467
EBG00001435499,1394868.8,2144970.5,1151543.9,3930228.2,3773093,2148234.2,2365541.8,4528878.5,4950735
EBG00001435500,0,0,0,0,0,0,0,0,0
EBG00001435501,0,0,0,0,0,0,0,0,0
EBG00001435502,338.5743,274.3165,299.55634,92.62501,110.90077,199.27042,122.55903,143.0315,138.32639
EBG00001435503,0,0,0,0,0,0,0,0,0
EBG00001435505,0,2.863114,34.649372,13.578678,0,0,3.19165,5.042309,2.3103406
EBG00001435506,584.8278,273.455,562.5271,251.56091,246.58768,354.22733,277.02234,190.73842,245.60553
EBG00001435508,2953.918,1549.4385,1535.1195,1005.43036,834.56964,1355.0406,979.70294,1140.0281,1352.8722
EBG00001435509,691.4147,341.65848,360.47922,359.0955,295.821,438.2309,163.43498,235.75154,410.00375
EBG00001435512,0,0,0,0,0,0,0,0,2.175924
EBG00001435513,0,0,0,0,0,0,0,0,0
EBG00001435514,0,0,0,0,0,0,0,0,0
EBG00001435515,575.3638,400.26636,553.8024,880.48706,785.97784,775.8316,312.95258,607.94824,797.3683
EBG00001435518,0,11289.603,1770.0773,24304.72,85765.8,0,27163.621,94695.53,92161.695
EBG00001435519,32.474266,19.36451,19.566536,33.837105,37.82989,62.147766,41.749783,78.53488,86.13478
EBG00001435521,5269450,7569.134,1352472.6,4763.3477,4676.1914,18531.863,12233.176,6086.3774,10419.644
EBG00001435522,42.85801,37.36752,60.480644,19.882978,26.735195,15.262818,14.814434,14.66702,13.4728365
EBG00001435523,401.97,400.75836,213.48291,187.02057,201.89598,312.81647,114.71568,438.832,231.08914
EBG00001435526,1477.2971,1247.865,573.59894,596.68146,713.8067,910.6381,183.00624,470.8869,481.12158
EBG00001435527,1805.6431,1392.013,2049.682,1681.6215,1415.8019,2091.9578,1296.0326,2139.838,2435.2876
EBG00001435528,0,0,0,0,0,0,0,0,0
EBG00001435530,0,0,346.2795,0,0,0,71.488846,0,0
EBG00001435531,8.409552,3.6376157,4.5067,5.8232164,8.037466,3.6003592,4.258244,5.8692183,5.0823135
EBG00001435533,11308.877,9740.562,31106.133,27241.488,29652.61,33167.32,34493.04,26325.656,33503.953
PA0001,16748.984,9917.796,7481.4277,8363.98,7675.361,8297.516,5631.402,9357.306,9212.889
PA0002,19751.465,9788.02,8103.558,7864.329,6726.568,8296.754,5350.9365,9169.936,8305.295
PA0003,10455.348,6377.9214,6386.188,5323.1245,4670.469,4586.3345,4155.623,6121.313,6648.267
PA0004,48537.203,26592.135,16939.555,13557.856,13609.5,14030.312,9610.471,16077.515,15214.596
PA0005,3937.43,2188.717,2787.3909,1138.1519,1203.2426,1625.2429,815.6141,1164.1034,1183.6648
PA0006,2668.4185,1279.2682,1538.5105,684.1101,682.79974,1036.5985,484.23984,822.5539,754.2451
PA0007,8069.552,4178.8735,2901.614,3526.0637,3085.2456,4626.8467,1580.6914,3338.9543,4194.663
PA0008,10840.629,5192.1387,2641.0957,1934.5457,1690.776,2701.9326,2061.5056,3783.9697,2704.1091
PA0009,5513.134,2608.9211,1419.2079,736.0838,653.13696,1242.221,964.0147,1444.9637,982.3676
PA0010,591.19543,328.1792,248.28705,178.56323,172.42102,227.86516,162.21117,259.5026,236.13602
PA0011,6037.066,3174.853,5169.2812,1942.809,2085.3328,3021.6553,1717.5934,2543.7253,2297.8203
PA0012,1372.0667,573.48267,1068.9243,615.5472,640.5184,669.92004,379.73746,646.98004,612.1204
PA0013,687.11926,449.72696,366.85776,418.85736,339.26077,527.2704,241.37772,427.69785,432.47336
PA0014,480.13348,215.87367,281.81403,517.55115,392.7604,406.7859,162.78473,274.30148,340.78094
PA0015,1124.9172,619.66016,388.24222,936.03516,777.5066,870.6164,406.1957,813.0295,1047.6136
PA0016,3646.8394,2047.9451,1371.8319,1598.798,1441.5946,1631.6741,831.8103,1624.7327,1893.0182
PA0017,2879.4487,1634.5046,828.4138,784.3467,987.99774,727.44196,420.95554,842.17896,1042.1605
PA0018,2543.1223,1230.625,618.827,677.84314,611.5402,611.28076,383.72644,714.2253,847.8422
PA0019,11804.332,5439.4688,7384.0557,5679.3677,4719.292,6145.7417,3701.459,6314.695,6248.0977
PA0020,9932.259,5279.6016,5357.3965,2356.3582,2400.0176,4914.0225,2006.1449,3972.3472,2774.582
PA0021,253.70929,161.24971,147.13206,181.65302,157.95734,155.44144,84.76752,165.52657,196.12419
PA0022,1541.6388,823.7199,949.00446,921.9225,806.1219,1223.6301,534.35724,1361.5065,1038.164
PA0023,1089.9664,857.7149,496.67484,1041.5428,855.12317,1023.65344,739.2821,1548.5425,1253.154
PA0024,1638.8002,939.7912,729.899,438.24075,462.30655,699.46985,432.71408,874.38776,626.6896
PA0025,935.27484,605.3795,393.28903,356.34973,367.57822,640.7717,307.9343,683.30334,546.16223
PA0026,1907.355,964.2278,865.7362,723.7723,703.7805,843.03534,573.15155,1024.4258,1069.9365
PA0027,733.3806,510.19476,297.78345,605.07153,525.4024,377.55704,255.74713,551.78796,630.9434
PA0028,292.45813,168.66586,114.510254,170.01718,182.72334,158.58755,69.87665,154.62157,171.98978
PA0029,284.26953,144.56729,77.91684,263.05185,225.00075,234.02592,108.9116,241.01518,339.78113
PA0030,186.40477,105.75585,49.548702,144.91495,125.08971,123.81507,96.693855,167.46103,175.7606
PA0031,490.23062,308.76834,208.02304,381.77585,369.31943,343.3385,342.95322,551.8437,611.34515
PA0032,640.8847,425.63403,385.7484,585.16284,526.1898,477.82108,322.87903,593.7553,684.1828
PA0033,429.48126,342.70062,198.3748,407.28308,369.38028,317.1559,180.75098,372.9998,377.4074
PA0034,485.72745,323.69894,255.47197,178.44193,165.51804,219.82922,114.56616,175.41707,177.30792
PA0035,1765.9318,946.337,384.1196,557.64014,509.21402,532.802,356.38705,644.531,749.067
PA0036,2604.8892,1388.9174,947.03357,754.65155,834.4339,1023.03925,684.4058,1188.9904,1059.9923
PA0037,619.7936,325.4058,218.38533,369.54337,350.31754,394.24573,207.87453,443.1108,488.22174
PA0038,10114.752,4725.236,4454.391,18180.709,13158.841,15562.29,4123.012,8403.377,11676.814
PA0039,61692.867,28387.664,23245.97,73216.945,53035.375,75283.65,16616.447,33170.836,38367.508
PA0040,3105.4836,1943.5015,1387.353,1016.9028,985.89526,1288.7572,589.01776,1088.4082,1214.5841
PA0041,14566.947,7304.7134,4666.2964,7415.411,6668.987,8116.6357,3844.715,7067.347,8037.321
PA0042,842.33105,436.53528,477.96927,597.74725,519.4767,760.9461,429.94315,755.68945,698.9511
PA0043,1350.2972,705.0172,485.39166,493.0548,527.07697,595.19415,255.68039,564.8585,683.48206
PA0044,2138.3972,1268.4528,633.91644,1028.2521,1091.6277,746.2552,491.3054,888.6827,958.71155
PA0045,2476.3062,1286.341,570.68176,225.08266,192.34528,496.24765,159.38872,309.3413,251.35805
PA0046,1344.1804,706.4794,266.3388,189.48279,128.47539,319.11133,74.874275,170.31248,121.42202
PA0047,1161.3131,617.6349,184.44336,475.87115,371.18646,467.9885,78.8475,189.1592,137.05818
PA0048,535.3518,251.01218,129.4595,560.76495,349.28494,488.53857,40.063107,109.795334,95.09051
PA0049,733.86743,340.632,184.17525,1672.9133,1162.8341,2038.0453,83.73533,182.6783,245.43387
PA0050,3890.7512,2062.9912,1580.2762,2584.2595,1874.9493,3629.3157,366.57678,1339.9485,1253.2904
PA0051,643.46204,389.96686,356.26004,542.1108,422.43576,408.077,331.56635,628.74115,765.0746
PA0052,213.18713,137.75595,89.24419,241.33076,218.13676,172.27963,96.16969,208.96921,251.59903
PA0053,53.78667,18.537706,12.934879,4.9674897,5.584887,10.845587,3.415998,6.6497035,11.641784
PA0054,387.832,222.57683,147.67966,113.76943,127.68176,142.28429,114.40499,190.57622,176.003
PA0055,1069.3224,582.80676,676.68054,514.0241,474.10336,780.28326,481.8421,809.95917,588.2041
PA0056,160.14168,75.60408,41.184986,74.45353,73.96341,74.568436,54.156178,123.0967,117.659294
PA0057,285.43558,161.0553,81.89854,109.47394,74.549164,108.53209,83.920944,169.02003,171.74263
PA0058,220.35707,113.398926,59.77486,115.712715,85.72811,106.18673,74.2042,138.1793,176.77689
PA0059,2990.4346,1146.8868,1180.5667,9635.097,6154.488,6914.824,2218.0093,4247.233,6630.224
PA0060,876.67725,424.06006,374.1721,1083.7761,782.88635,1087.5421,428.62292,888.3788,829.1219
PA0061,798.2329,507.11188,319.43222,952.5564,819.50867,795.527,415.4715,952.66406,1236.6632
PA0062,371.30563,205.71144,132.79376,401.79742,271.7437,502.86957,223.22519,480.5875,385.0721
PA0063,1658.4686,988.2158,698.84705,766.70557,828.54315,733.6081,458.7568,833.0143,935.47577
PA0064,1045.9705,597.5898,365.04947,519.54846,450.9769,629.8009,359.25327,641.70685,596.4151
PA0065,757.628,439.5487,279.04614,274.59357,216.80865,371.03195,256.3376,460.6098,415.8394
PA0066,917.9702,510.51828,285.6419,450.89194,460.79947,558.31464,314.34457,640.0018,509.85236
PA0067,23713.602,12555.492,9298.602,7309.449,7005.239,9153.908,5378.0537,9659.967,9507.713
PA0068,6154.1807,3076.4219,3634.6438,2352.9983,2125.605,3032.6255,1364.6492,2553.2935,3085.504
PA0069,1090.0244,584.84753,321.1732,478.73395,404.78027,543.63947,225.76799,451.51352,512.0885
PA0070,15176.468,7263.8096,4551.4253,6506.735,4267.558,9647.197,3110.624,6215.3096,3954.2263
PA0071,5581.0283,2825.1465,2998.7886,2756.877,2839.332,3113.7031,1326.7516,2043.2166,2337.6492
PA0072,1134.1829,632.14886,392.94476,433.81577,375.32928,594.27075,152.15535,317.6198,317.82684
PA0073,1104.3115,559.3648,288.8722,397.56113,374.8328,588.1441,122.700935,266.71478,319.3514
PA0074,3983.5212,2066.0188,1550.4817,1665.2319,1439.8829,2351.0603,686.04565,1443.5768,1187.8696
PA0075,891.39813,449.03577,262.92108,406.2311,369.03656,528.25165,168.49394,369.18634,252.30815
PA0076,1283.7556,669.2303,318.74036,493.83444,396.01285,734.8254,164.31056,377.6475,342.8494
PA0077,4640.7695,2445.9885,1609.1943,2258.3096,1885.9368,3207.6738,1058.9991,2172.8833,1871.9188
PA0078,1843.484,1008.86084,650.9616,968.17395,712.08,1479.4332,466.484,1047.6216,849.8895
PA0079,2399.2483,1320.9634,555.7919,691.349,579.9123,1188.2045,560.16754,1179.7893,804.3437
PA0080,929.5878,460.14417,243.09976,191.152,181.68456,423.43466,167.35747,295.6364,226.78708
PA0081,6757.386,3661.3582,2750.18,3711.988,3012.5823,4827.1045,1674.9243,3866.3447,4494.3306
PA0082,4020.1765,2247.9917,1829.6306,1554.392,1314.991,2634.8904,890.4887,1879.4503,1705.2281
PA0083,3447.5085,1649.6296,750.5925,710.49524,469.39923,1972.4541,759.2484,1800.3169,761.4259
PA0084,8677.754,4425.1157,2343.085,2233.0598,1537.329,5122.241,2529.328,4504.1978,2265.7166
PA0085,5523.1807,3404.951,2214.2808,4914.4756,3245.897,7358.05,2393.6885,4490.253,2458.725
PA0086,1708.3351,924.2787,492.40997,747.7437,602.6824,1543.8641,485.1864,1108.0302,641.59
PA0087,509.53122,297.92148,170.46794,191.98007,149.76582,472.772,143.67688,304.6269,182.25163
PA0088,1305.6653,742.8135,440.99072,745.2742,540.33185,1382.8036,387.41785,849.6603,554.2584
PA0089,708.0555,346.5319,289.64554,430.8212,325.21744,746.7846,160.28603,388.43433,296.11746
PA0090,8282.526,3869.5564,1775.0367,2932.6396,2426.9214,4704.5186,1806.3793,3748.9624,2819.0125
PA0091,2302.027,1222.8301,702.74304,1023.99054,817.0528,1844.4208,516.62195,1094.9207,757.16144
PA0092,559.63837,309.91193,318.35898,309.9458,245.19461,656.168,197.81511,328.69937,246.38484
PA0093,1021.05664,631.9299,581.86426,452.75537,373.82867,938.644,321.38336,574.6715,521.13165
PA0094,820.2979,480.6869,553.6245,342.39584,349.45013,549.8358,270.82013,376.11136,398.6782
PA0095,6315.129,3867.006,3450.873,4783.216,5092.312,5250.266,2481.0833,4703.1016,5245.3535
PA0096,313.42447,175.35704,95.26806,138.49687,103.71279,212.36746,50.704025,132.34727,144.9064
PA0097,587.79285,345.85272,169.62001,309.3269,244.19173,436.75607,137.14801,260.6879,290.9663
PA0098,76.05595,36.29763,21.602356,32.624508,31.576084,55.866337,11.900525,25.254168,28.759352
PA0099,86.0228,40.719833,65.0112,38.21903,35.071648,60.394554,21.010138,37.149517,32.983067
PA0100,35.52067,18.273335,10.1529045,4.1722484,5.105064,6.942788,0,3.0424504,8.363293
PA0101,1100.2645,622.7332,300.28485,1009.2636,815.6106,859.2149,340.2227,721.0322,927.91614
PA0102,3888.8267,1967.8419,1678.6212,2211.0898,1761.3895,2710.339,902.1675,2094.3987,1978.2411
PA0103,461.04938,277.7805,128.3021,265.78723,300.1105,335.58878,219.59901,451.52734,396.07724
PA0104,826.4351,518.433,298.6565,372.80154,386.60464,443.67966,318.6543,617.59,446.35773
PA0105,1541.6772,825.8186,819.55084,6981.2334,7495.8374,5670.913,2762.8022,4866.2188,6048.7935
PA0106,587.8153,350.13553,312.8936,2517.0679,2577.563,1987.2548,1395.2681,2048.7922,2544.1055
PA0107,129.43393,68.28633,69.08737,435.16885,487.80194,349.40134,209.37363,380.10248,495.70462
PA0108,1218.5599,579.5626,681.2528,3241.6604,3399.0796,2725.5364,1502.7693,2268.3752,2915.4238
PA0109,1105.1067,531.2349,400.66803,1326.5942,1264.1422,1415.5702,434.2068,981.0427,1300.4856
PA0110,156.09828,101.97886,63.068237,533.3313,609.71576,426.33246,243.21957,497.64752,735.3826
PA0111,126.64313,58.53503,42.977665,585.24786,699.7266,401.76538,201.77112,335.62097,616.83215
PA0112,175.5953,112.83384,73.9581,472.7937,438.00897,343.69696,231.197,360.5185,515.3961
PA0113,466.60342,258.5276,242.3407,754.7836,657.13806,617.8039,491.04117,603.55505,882.6253
PA0114,4753.1216,2301.6667,2722.8386,677.74646,703.75323,862.41034,453.18164,944.7924,1024.5831
PA0115,841.0245,474.9044,412.8184,200.6245,172.83334,349.88437,188.3903,312.2477,225.62418
PA0116,972.1011,487.7975,383.69226,505.57495,473.22818,703.55115,320.59274,644.0159,630.9411
PA0117,261.0231,154.84172,105.64749,244.20691,183.59355,276.36917,128.54242,228.23503,267.32535
PA0118,197.08926,100.255394,78.80272,268.70386,210.18771,318.34784,143.17967,235.56201,288.75528
PA0119,1160.7732,644.71295,641.99146,990.3625,830.33966,1049.0675,713.82074,1220.8649,1193.8276
PA0120,656.2221,366.98148,191.37535,714.2044,632.11066,643.2203,353.60336,720.93353,762.9752
PA0121,569.0237,297.22757,148.78969,542.124,402.87933,495.46933,274.51822,576.2901,689.3776
PA0122,2491.6785,1581.8303,1155.6626,4677.175,5748.036,3972.9634,4905.952,11604.899,14603.111
PA0123,641.8038,406.0951,203.15468,845.4394,697.2854,866.3994,677.93524,1528.9199,1950.6619
PA0124,304.42303,144.76775,115.30699,367.68985,239.57779,437.25528,223.95642,473.32098,468.44095
PA0125,317.37704,155.62067,102.76532,262.18915,177.01056,356.15387,155.35027,381.81134,354.28934
PA0126,680.69257,401.09036,239.3895,220.88629,170.80519,485.51202,202.21948,356.8137,249.69382
PA0127,550.52277,294.46802,268.6207,333.57535,378.7596,339.17142,180.82526,435.59195,423.43066
PA0128,2200.1145,983.1983,1643.8597,874.7342,1095.7366,1273.4584,526.16095,929.3001,966.65704
PA0129,5561.79,2657.2192,1643.4062,1194.0131,925.3346,1276.6683,877.7819,1236.431,1179.6195
PA0130,42319.496,22289.732,10921.572,3883.6545,3021.3865,4186.87,3235.9395,4073.5024,3625.1843
PA0131,4488.7056,2472.7373,1127.676,498.3388,410.0344,492.531,411.0516,616.52094,579.47314
PA0132,42560.08,23025.4,14779.172,4135.963,3555.7568,3730.845,3753.5798,4397.824,3964.2432
PA0133,1552.5656,856.5772,705.6831,1125.0614,1035.4196,1023.65845,635.6503,1117.2036,1402.0757
PA0134,2434.0671,1285.6073,891.78345,1812.9615,1475.4835,1600.9413,1098.2365,1976.9241,2571.6255
PA0135,28.883772,18.711939,10.921633,29.063837,15.782402,27.198109,12.068371,30.60796,31.073315
PA0136,325.68573,147.42543,110.809105,204.88202,207.74916,233.22255,148.17485,226.09416,275.10495
PA0137,218.45987,106.915306,71.58905,117.27385,92.345406,115.28174,65.11343,98.80402,133.78035
PA0138,468.1574,215.50688,142.65077,285.52695,221.37566,262.01273,100.88699,220.98994,278.47473
PA0139,32977.902,16222.323,17213.146,25953.242,19714.395,20147.95,11139.619,18839.043,19315.035
PA0140,8207.74,4187.9385,2252.8035,2231.835,1742.546,2616.3345,1299.004,2793.9565,2671.2622
PA0141,26354.096,14150.089,6767.312,4546.8423,4484.099,3740.6233,3105.896,5530.378,5193.2646
PA0142,1442.6915,870.3683,662.22864,526.1184,445.68826,636.0756,355.36337,715.5879,765.21423
PA0143,906.37714,457.9329,415.07956,410.38943,403.64087,461.83878,291.4639,620.863,586.0539
PA0144,323.13147,194.15025,100.926704,274.55917,186.3761,183.22502,96.84416,262.96902,282.55637
PA0145,795.3393,430.47238,211.19716,345.839,294.19104,322.71313,159.9527,371.1479,387.5789
PA0146,314.80856,152.90497,131.55489,146.94446,140.76935,162.65219,93.82704,176.68463,203.4917
PA0147,444.5947,256.85556,180.63,343.78952,346.26263,364.4824,244.03256,469.9877,503.0112
PA0148,2017.3173,1091.4717,963.9271,913.1101,860.9225,888.9921,543.7708,952.32245,909.2997
PA0149,296.86465,152.27867,73.54816,147.48413,123.54561,238.21408,68.5313,176.02328,203.08336
PA0150,311.85486,160.23056,99.90802,91.56921,84.74433,131.81084,59.558575,107.760704,122.252556
PA0151,413.37015,203.21962,112.66052,238.94093,229.7373,338.40045,174.14949,281.95352,278.8296
PA0152,939.90704,541.19495,349.68835,475.8462,469.00076,469.70093,255.66797,526.7459,617.55493
PA0153,515.5881,294.55197,130.63837,250.9816,225.45076,274.29337,198.31668,386.75397,356.86456
PA0154,741.06213,428.13095,330.917,308.06473,312.30215,304.19232,205.71527,368.9247,390.0929
PA0155,382.99435,202.11314,112.85661,130.34854,122.45251,162.31042,136.30942,227.41614,195.6177
PA0156,1075.8838,639.71466,343.94287,1109.9541,917.20886,1241.3014,660.4744,1236.1472,1379.4254
PA0157,1047.5618,602.6898,291.8418,822.2632,626.8547,774.3152,417.3002,896.54553,1086.8021
PA0158,4133.931,2382.9746,1618.4885,4673.519,3518.815,4174.222,1959.733,3419.6594,4098.4873
PA0159,865.6774,555.7335,416.85953,884.86273,802.06256,870.2063,487.25998,847.16675,955.12396
PA0160,405.31192,246.71326,183.07303,365.5967,204.13768,371.37363,106.67908,275.57898,270.17285
PA0161,763.0198,679.1026,556.6096,266.76593,138.29974,525.5838,93.86019,187.04341,178.8381
PA0162,666.8454,341.0143,281.14944,349.70837,292.25684,399.95135,217.78485,407.1289,460.8924
PA0163,778.55066,425.95462,282.1131,238.12515,303.51822,344.01147,193.40598,357.68423,337.59753
PA0164,881.169,524.89404,425.43015,331.51233,334.15988,401.83325,187.22273,356.50732,444.94278
PA0165,946.5825,548.44476,407.873,293.6512,256.3491,479.01883,179.39859,325.37082,292.3627
PA0166,215.82799,145.26662,74.49242,236.02565,178.22725,184.03296,179.30194,329.78046,342.34714
PA0167,1143.435,747.2134,593.807,533.2581,578.9384,1012.5807,426.52673,859.19037,723.46826
PA0168,435.51102,222.70581,154.82935,246.81451,178.35812,337.61923,143.48813,285.4255,302.59064
PA0169,987.7544,648.423,321.38098,663.72797,491.2988,868.1347,381.54633,921.4148,694.4414
PA0170,778.02997,470.3946,165.25969,390.665,275.7679,533.7549,217.46852,554.0507,435.63422
PA0171,870.767,424.4236,227.5277,435.30356,288.3832,603.8202,291.09857,692.5356,451.551
PA0172,2035.4122,1306.2383,823.9071,810.5506,759.78546,1237.5995,562.92126,1207.6533,1021.15063
PA0173,569.37915,369.48047,352.83612,153.87033,134.74345,162.11801,82.74659,145.96017,150.6306
PA0174,774.2992,342.95016,348.76312,110.65648,105.432274,109.45785,80.01886,105.24247,148.66708
PA0175,3455.2874,1738.1494,1222.9073,530.47705,521.6888,508.51685,284.0315,437.78925,553.5534
PA0176,25744.738,12662.714,7074.746,3257.7297,3336.1882,3090.6494,1774.7699,2854.2053,3530.0493
PA0177,3968.5918,1838.2863,1542.0927,944.6169,1026.8933,973.2241,376.06116,676.95215,969.529
PA0178,12831.548,5888.569,3427.3176,2561.887,3061.6409,2954.3787,1291.1378,2266.3704,2781.948
PA0179,17522.273,6715.882,4762.4897,5127.078,4413.6685,6064.1465,2277.5593,4492.7603,5978.5195
PA0180,7247.9385,3511.7012,2739.9546,1794.9159,2305.4788,2438.3196,1176.4208,2179.9475,2131.0923
PA0181,1412.7753,798.8827,554.6806,944.8888,849.6004,840.82086,428.20496,990.35077,1096.3777
PA0182,278.5591,141.76115,63.407837,162.22697,151.66577,171.00954,103.33214,235.22482,187.74644
PA0183,560.6734,319.93228,214.34157,390.42685,359.51956,353.89874,175.42737,339.78195,376.4299
